date,country,total.confirmation,X,X.1
20200123,420100,533,NA,NA
20200124,420100,591,NA,NA
20200125,420100,623,NA,NA
20200126,420100,703,NA,NA
20200127,420100,1600,NA,NA
20200128,420100,1917,NA,NA
20200129,420100,2276,NA,NA
20200130,420100,2656,NA,NA
20200131,420100,3236,NA,NA
20200201,420100,4136,NA,NA
20200202,420100,5176,NA,NA
20200203,420100,6426,NA,NA
20200204,420100,8405,NA,NA
20200205,420100,10183,NA,NA
20200206,420100,11694,NA,NA
20200207,420100,13692,NA,NA
20200208,420100,15080,NA,NA
20200209,420100,17012,NA,NA
20200210,420100,18574,NA,NA
20200211,420100,19686,NA,NA
20200212,420100,33209,NA,NA
20200213,420100,36226,NA,NA
20200214,420100,38161,NA,NA
20200215,420100,39719,NA,NA
20200216,420100,41420,NA,NA
20200217,420100,43031,NA,NA
20200218,420100,44702,NA,NA
20200219,420100,45321,NA,NA
20200220,420100,45863,NA,NA
20200221,420100,46180,NA,NA
20200222,420100,46757,NA,NA
20200223,420100,46911,NA,NA
20200224,420100,47378,NA,NA
20200225,420100,47750,NA,NA
20200226,420100,48136,NA,NA
20200227,420100,48451,NA,NA
20200228,420100,48874,NA,NA
20200229,420100,49442,NA,NA
20200301,420100,49636,NA,NA
20200302,420100,49748,NA,NA
20200303,420100,49863,NA,NA
20200304,420100,49995,NA,NA
20200305,420100,50122,NA,NA
20200306,420100,50196,NA,NA
20200307,420100,50237,NA,NA
20200308,420100,50274,NA,NA
20200309,420100,50291,NA,NA
20200310,420100,50304,NA,NA
20200311,420100,50312,NA,NA
20200312,420100,50317,NA,NA
20200313,420100,50321,NA,NA
20200314,420100,50325,NA,NA
20200315,420100,50328.97392,NA,NA
20200316,420100,50329.98044,NA,NA
20200317,420100,50330.98696,NA,NA
20200318,420100,50330.98696,NA,NA
20200319,420100,50330.98696,NA,NA
20200320,420100,50330.98696,NA,NA
20200321,420100,50330.98696,NA,NA
20200322,420100,50330.98696,NA,NA
20200323,420100,50331.99348,NA,NA
20200324,420100,50331.99348,NA,NA
20200325,420100,50331.99348,NA,NA
20200326,420100,50331.99348,NA,NA
20200327,420100,50331.99348,NA,NA
20200328,420100,50331.99348,NA,NA
20200329,420100,50331.99348,NA,NA
20200330,420100,50331.99348,NA,NA
20200331,420100,50331.99348,NA,NA
20200401,420100,50331.99348,NA,NA
20200402,420100,50331.99348,NA,NA
20200403,420100,50333,NA,NA
20200404,420100,50333,NA,NA
20200405,420100,50333,NA,NA
20200406,420100,50333,NA,NA
20200407,420100,50333,NA,NA
20200408,420100,50333,NA,NA
20200409,420100,50333,NA,NA
20200410,420100,50333,NA,NA
20200411,420100,50333,NA,NA
20200412,420100,50333,NA,NA
20200413,420100,50333,NA,NA
20200414,420100,50333,NA,NA
20200415,420100,50333,NA,NA
20200416,420100,50333,NA,NA
20200417,420100,50333,NA,NA
20200418,420100,50333,NA,NA
20200419,420100,50333,NA,NA
20200420,420100,50333,NA,NA
20200421,420100,50333,NA,NA
20200422,420100,50333,NA,NA
20200423,420100,50333,NA,NA
20200424,420100,50333,NA,NA
20200425,420100,50333,NA,NA
20200426,420100,50333,NA,NA
20200427,420100,50333,NA,NA
20200428,420100,50333,NA,NA
20200429,420100,50333,NA,NA
20200430,420100,50333,NA,NA
20200501,420100,50333,NA,NA
20191210,110000,0,NA,NA
20191211,110000,0,NA,NA
20191212,110000,0,NA,NA
20191213,110000,0,NA,NA
20191214,110000,0,NA,NA
20191215,110000,0,NA,NA
20191216,110000,0,NA,NA
20191217,110000,0,NA,NA
20191218,110000,0,NA,NA
20191219,110000,0,NA,NA
20191220,110000,0,NA,NA
20191221,110000,0,NA,NA
20191222,110000,0,NA,NA
20191223,110000,0,NA,NA
20191224,110000,0,NA,NA
20191225,110000,0,NA,NA
20191226,110000,0,NA,NA
20191227,110000,0,NA,NA
20191228,110000,0,NA,NA
20191229,110000,0,NA,NA
20191230,110000,0,NA,NA
20191231,110000,0,NA,NA
20200101,110000,0,NA,NA
20200102,110000,0,NA,NA
20200103,110000,0,NA,NA
20200104,110000,0,NA,NA
20200105,110000,0,NA,NA
20200106,110000,0,NA,NA
20200107,110000,1,NA,NA
20200108,110000,1,NA,NA
20200109,110000,1,NA,NA
20200110,110000,1,NA,NA
20200111,110000,1,NA,NA
20200112,110000,2,NA,NA
20200113,110000,2,NA,NA
20200114,110000,3,NA,NA
20200115,110000,4,NA,NA
20200116,110000,5,NA,NA
20200117,110000,6,NA,NA
20200118,110000,8,NA,NA
20200119,110000,9,NA,NA
20200120,110000,11,NA,NA
20200121,110000,14,NA,NA
20200122,110000,18,NA,NA
20200123,110000,26,NA,NA
20200124,110000,41,NA,NA
20200125,110000,54,NA,NA
20200126,110000,72,NA,NA
20200127,110000,91,NA,NA
20200128,110000,102,NA,NA
20200129,110000,114,NA,NA
20200130,110000,132,NA,NA
20200131,110000,156,NA,NA
20200201,110000,183,NA,NA
20200202,110000,212,NA,NA
20200203,110000,228,NA,NA
20200204,110000,253,NA,NA
20200205,110000,274,NA,NA
20200206,110000,297,NA,NA
20200207,110000,315,NA,NA
20200208,110000,326,NA,NA
20200209,110000,337,NA,NA
20200210,110000,342,NA,NA
20200211,110000,352,NA,NA
20200212,110000,366,NA,NA
20200213,110000,372,NA,NA
20200214,110000,375,NA,NA
20200215,110000,380,NA,NA
20200216,110000,381,NA,NA
20200217,110000,387,NA,NA
20200218,110000,393,NA,NA
20200219,110000,395,NA,NA
20200220,110000,396,NA,NA
20200221,110000,399,NA,NA
20200222,110000,399,NA,NA
20200223,110000,399,NA,NA
20200224,110000,400,NA,NA
20200225,110000,400,NA,NA
20200226,110000,410,NA,NA
20200227,110000,410,NA,NA
20200228,110000,411,NA,NA
20200229,110000,413,NA,NA
20200301,110000,414,NA,NA
20200302,110000,414,NA,NA
20200303,110000,417,NA,NA
20200304,110000,418,NA,NA
20200305,110000,422,NA,NA
20200306,110000,426,NA,NA
20200307,110000,428,NA,NA
20200308,110000,428,NA,NA
20200309,110000,429,NA,NA
20200310,110000,435,NA,NA
20200311,110000,435,NA,NA
20200312,110000,436,NA,NA
20200313,110000,437,NA,NA
20200314,110000,442,NA,NA
20200315,110000,446,NA,NA
20200316,110000,455,NA,NA
20200317,110000,458,NA,NA
20200318,110000,479,NA,NA
20200319,110000,485,NA,NA
20200320,110000,499,NA,NA
20200321,110000,512,NA,NA
20200322,110000,522,NA,NA
20200323,110000,554,NA,NA
20200324,110000,559,NA,NA
20200325,110000,565,NA,NA
20200326,110000,569,NA,NA
20200327,110000,572,NA,NA
20200328,110000,576,NA,NA
20200329,110000,577,NA,NA
20200330,110000,580,NA,NA
20200331,110000,580,NA,NA
20200401,110000,582,NA,NA
20200402,110000,583,NA,NA
20200403,110000,585,NA,NA
20200404,110000,586,NA,NA
20200405,110000,587,NA,NA
20200406,110000,587,NA,NA
20200407,110000,588,NA,NA
20200408,110000,588,NA,NA
20200409,110000,588,NA,NA
20200410,110000,589,NA,NA
20200411,110000,589,NA,NA
20200412,110000,589,NA,NA
20200413,110000,589,NA,NA
20200414,110000,590,NA,NA
20200415,110000,593,NA,NA
20200416,110000,593,NA,NA
20200417,110000,593,NA,NA
20200418,110000,593,NA,NA
20200419,110000,593,NA,NA
20200420,110000,593,NA,NA
20200421,110000,593,NA,NA
20200422,110000,593,NA,NA
20200423,110000,593,NA,NA
20200424,110000,593,NA,NA
20200425,110000,593,NA,NA
20200426,110000,593,NA,NA
20200427,110000,593,NA,NA
20200428,110000,593,NA,NA
20200429,110000,593,NA,NA
20200430,110000,593,NA,NA
20200501,110000,593,NA,NA
20191210,130000,0,NA,NA
20191211,130000,0,NA,NA
20191212,130000,0,NA,NA
20191213,130000,0,NA,NA
20191214,130000,0,NA,NA
20191215,130000,0,NA,NA
20191216,130000,0,NA,NA
20191217,130000,0,NA,NA
20191218,130000,0,NA,NA
20191219,130000,0,NA,NA
20191220,130000,0,NA,NA
20191221,130000,0,NA,NA
20191222,130000,0,NA,NA
20191223,130000,0,NA,NA
20191224,130000,0,NA,NA
20191225,130000,0,NA,NA
20191226,130000,0,NA,NA
20191227,130000,0,NA,NA
20191228,130000,0,NA,NA
20191229,130000,0,NA,NA
20191230,130000,0,NA,NA
20191231,130000,0,NA,NA
20200101,130000,0,NA,NA
20200102,130000,0,NA,NA
20200103,130000,0,NA,NA
20200104,130000,0,NA,NA
20200105,130000,0,NA,NA
20200106,130000,0,NA,NA
20200107,130000,0,NA,NA
20200108,130000,0,NA,NA
20200109,130000,0,NA,NA
20200110,130000,0,NA,NA
20200111,130000,0,NA,NA
20200112,130000,0,NA,NA
20200113,130000,0,NA,NA
20200114,130000,0,NA,NA
20200115,130000,1,NA,NA
20200116,130000,1,NA,NA
20200117,130000,1,NA,NA
20200118,130000,2,NA,NA
20200119,130000,2,NA,NA
20200120,130000,3,NA,NA
20200121,130000,4,NA,NA
20200122,130000,5,NA,NA
20200123,130000,6,NA,NA
20200124,130000,8,NA,NA
20200125,130000,13,NA,NA
20200126,130000,18,NA,NA
20200127,130000,33,NA,NA
20200128,130000,48,NA,NA
20200129,130000,65,NA,NA
20200130,130000,82,NA,NA
20200131,130000,96,NA,NA
20200201,130000,104,NA,NA
20200202,130000,113,NA,NA
20200203,130000,126,NA,NA
20200204,130000,135,NA,NA
20200205,130000,157,NA,NA
20200206,130000,171,NA,NA
20200207,130000,195,NA,NA
20200208,130000,206,NA,NA
20200209,130000,218,NA,NA
20200210,130000,239,NA,NA
20200211,130000,251,NA,NA
20200212,130000,265,NA,NA
20200213,130000,283,NA,NA
20200214,130000,291,NA,NA
20200215,130000,300,NA,NA
20200216,130000,301,NA,NA
20200217,130000,302,NA,NA
20200218,130000,306,NA,NA
20200219,130000,307,NA,NA
20200220,130000,308,NA,NA
20200221,130000,309,NA,NA
20200222,130000,311,NA,NA
20200223,130000,311,NA,NA
20200224,130000,311,NA,NA
20200225,130000,312,NA,NA
20200226,130000,317,NA,NA
20200227,130000,318,NA,NA
20200228,130000,318,NA,NA
20200229,130000,318,NA,NA
20200301,130000,318,NA,NA
20200302,130000,318,NA,NA
20200303,130000,318,NA,NA
20200304,130000,318,NA,NA
20200305,130000,318,NA,NA
20200306,130000,318,NA,NA
20200307,130000,318,NA,NA
20200308,130000,318,NA,NA
20200309,130000,318,NA,NA
20200310,130000,318,NA,NA
20200311,130000,318,NA,NA
20200312,130000,318,NA,NA
20200313,130000,318,NA,NA
20200314,130000,318,NA,NA
20200315,130000,318,NA,NA
20200316,130000,318,NA,NA
20200317,130000,318,NA,NA
20200318,130000,318,NA,NA
20200319,130000,318,NA,NA
20200320,130000,318,NA,NA
20200321,130000,319,NA,NA
20200322,130000,319,NA,NA
20200323,130000,319,NA,NA
20200324,130000,319,NA,NA
20200325,130000,319,NA,NA
20200326,130000,319,NA,NA
20200327,130000,319,NA,NA
20200328,130000,319,NA,NA
20200329,130000,321,NA,NA
20200330,130000,321,NA,NA
20200331,130000,323,NA,NA
20200401,130000,325,NA,NA
20200402,130000,326,NA,NA
20200403,130000,326,NA,NA
20200404,130000,327,NA,NA
20200405,130000,327,NA,NA
20200406,130000,327,NA,NA
20200407,130000,327,NA,NA
20200408,130000,327,NA,NA
20200409,130000,327,NA,NA
20200410,130000,327,NA,NA
20200411,130000,327,NA,NA
20200412,130000,327,NA,NA
20200413,130000,327,NA,NA
20200414,130000,327,NA,NA
20200415,130000,328,NA,NA
20200416,130000,328,NA,NA
20200417,130000,328,NA,NA
20200418,130000,328,NA,NA
20200419,130000,328,NA,NA
20200420,130000,328,NA,NA
20200421,130000,328,NA,NA
20200422,130000,328,NA,NA
20200423,130000,328,NA,NA
20200424,130000,328,NA,NA
20200425,130000,328,NA,NA
20200426,130000,328,NA,NA
20200427,130000,328,NA,NA
20200428,130000,328,NA,NA
20200429,130000,328,NA,NA
20200430,130000,328,NA,NA
20200501,130000,328,NA,NA
20191210,620000,0,NA,NA
20191211,620000,0,NA,NA
20191212,620000,0,NA,NA
20191213,620000,0,NA,NA
20191214,620000,0,NA,NA
20191215,620000,0,NA,NA
20191216,620000,0,NA,NA
20191217,620000,0,NA,NA
20191218,620000,0,NA,NA
20191219,620000,0,NA,NA
20191220,620000,0,NA,NA
20191221,620000,0,NA,NA
20191222,620000,0,NA,NA
20191223,620000,0,NA,NA
20191224,620000,0,NA,NA
20191225,620000,0,NA,NA
20191226,620000,0,NA,NA
20191227,620000,0,NA,NA
20191228,620000,0,NA,NA
20191229,620000,0,NA,NA
20191230,620000,0,NA,NA
20191231,620000,0,NA,NA
20200101,620000,0,NA,NA
20200102,620000,0,NA,NA
20200103,620000,0,NA,NA
20200104,620000,0,NA,NA
20200105,620000,0,NA,NA
20200106,620000,0,NA,NA
20200107,620000,0,NA,NA
20200108,620000,0,NA,NA
20200109,620000,0,NA,NA
20200110,620000,0,NA,NA
20200111,620000,0,NA,NA
20200112,620000,0,NA,NA
20200113,620000,0,NA,NA
20200114,620000,1,NA,NA
20200115,620000,1,NA,NA
20200116,620000,1,NA,NA
20200117,620000,2,NA,NA
20200118,620000,2,NA,NA
20200119,620000,3,NA,NA
20200120,620000,3,NA,NA
20200121,620000,4,NA,NA
20200122,620000,5,NA,NA
20200123,620000,6,NA,NA
20200124,620000,7,NA,NA
20200125,620000,7,NA,NA
20200126,620000,14,NA,NA
20200127,620000,19,NA,NA
20200128,620000,24,NA,NA
20200129,620000,26,NA,NA
20200130,620000,29,NA,NA
20200131,620000,35,NA,NA
20200201,620000,40,NA,NA
20200202,620000,51,NA,NA
20200203,620000,55,NA,NA
20200204,620000,57,NA,NA
20200205,620000,62,NA,NA
20200206,620000,67,NA,NA
20200207,620000,71,NA,NA
20200208,620000,79,NA,NA
20200209,620000,83,NA,NA
20200210,620000,86,NA,NA
20200211,620000,86,NA,NA
20200212,620000,87,NA,NA
20200213,620000,90,NA,NA
20200214,620000,90,NA,NA
20200215,620000,90,NA,NA
20200216,620000,90,NA,NA
20200217,620000,91,NA,NA
20200218,620000,91,NA,NA
20200219,620000,91,NA,NA
20200220,620000,91,NA,NA
20200221,620000,91,NA,NA
20200222,620000,91,NA,NA
20200223,620000,91,NA,NA
20200224,620000,91,NA,NA
20200225,620000,91,NA,NA
20200226,620000,91,NA,NA
20200227,620000,91,NA,NA
20200228,620000,91,NA,NA
20200229,620000,91,NA,NA
20200301,620000,91,NA,NA
20200302,620000,91,NA,NA
20200303,620000,91,NA,NA
20200304,620000,91,NA,NA
20200305,620000,102,NA,NA
20200306,620000,119,NA,NA
20200307,620000,120,NA,NA
20200308,620000,124,NA,NA
20200309,620000,124,NA,NA
20200310,620000,125,NA,NA
20200311,620000,127,NA,NA
20200312,620000,127,NA,NA
20200313,620000,129,NA,NA
20200314,620000,132,NA,NA
20200315,620000,133,NA,NA
20200316,620000,133,NA,NA
20200317,620000,133,NA,NA
20200318,620000,133,NA,NA
20200319,620000,134,NA,NA
20200320,620000,134,NA,NA
20200321,620000,134,NA,NA
20200322,620000,136,NA,NA
20200323,620000,136,NA,NA
20200324,620000,136,NA,NA
20200325,620000,136,NA,NA
20200326,620000,136,NA,NA
20200327,620000,136,NA,NA
20200328,620000,136,NA,NA
20200329,620000,138,NA,NA
20200330,620000,138,NA,NA
20200331,620000,138,NA,NA
20200401,620000,138,NA,NA
20200402,620000,138,NA,NA
20200403,620000,138,NA,NA
20200404,620000,139,NA,NA
20200405,620000,139,NA,NA
20200406,620000,139,NA,NA
20200407,620000,139,NA,NA
20200408,620000,139,NA,NA
20200409,620000,139,NA,NA
20200410,620000,139,NA,NA
20200411,620000,139,NA,NA
20200412,620000,139,NA,NA
20200413,620000,139,NA,NA
20200414,620000,139,NA,NA
20200415,620000,139,NA,NA
20200416,620000,139,NA,NA
20200417,620000,139,NA,NA
20200418,620000,139,NA,NA
20200419,620000,139,NA,NA
20200420,620000,139,NA,NA
20200421,620000,139,NA,NA
20200422,620000,139,NA,NA
20200423,620000,139,NA,NA
20200424,620000,139,NA,NA
20200425,620000,139,NA,NA
20200426,620000,139,NA,NA
20200427,620000,139,NA,NA
20200428,620000,139,NA,NA
20200429,620000,139,NA,NA
20200430,620000,139,NA,NA
20200501,620000,139,NA,NA
20191210,500000,0,NA,NA
20191211,500000,0,NA,NA
20191212,500000,0,NA,NA
20191213,500000,0,NA,NA
20191214,500000,0,NA,NA
20191215,500000,0,NA,NA
20191216,500000,0,NA,NA
20191217,500000,0,NA,NA
20191218,500000,0,NA,NA
20191219,500000,0,NA,NA
20191220,500000,0,NA,NA
20191221,500000,0,NA,NA
20191222,500000,0,NA,NA
20191223,500000,0,NA,NA
20191224,500000,0,NA,NA
20191225,500000,0,NA,NA
20191226,500000,0,NA,NA
20191227,500000,0,NA,NA
20191228,500000,0,NA,NA
20191229,500000,0,NA,NA
20191230,500000,0,NA,NA
20191231,500000,0,NA,NA
20200101,500000,0,NA,NA
20200102,500000,1,NA,NA
20200103,500000,1,NA,NA
20200104,500000,1,NA,NA
20200105,500000,1,NA,NA
20200106,500000,1,NA,NA
20200107,500000,1,NA,NA
20200108,500000,1,NA,NA
20200109,500000,1,NA,NA
20200110,500000,1,NA,NA
20200111,500000,1,NA,NA
20200112,500000,2,NA,NA
20200113,500000,2,NA,NA
20200114,500000,2,NA,NA
20200115,500000,2,NA,NA
20200116,500000,3,NA,NA
20200117,500000,3,NA,NA
20200118,500000,3,NA,NA
20200119,500000,4,NA,NA
20200120,500000,4,NA,NA
20200121,500000,6,NA,NA
20200122,500000,9,NA,NA
20200123,500000,27,NA,NA
20200124,500000,57,NA,NA
20200125,500000,75,NA,NA
20200126,500000,110,NA,NA
20200127,500000,132,NA,NA
20200128,500000,147,NA,NA
20200129,500000,165,NA,NA
20200130,500000,206,NA,NA
20200131,500000,238,NA,NA
20200201,500000,262,NA,NA
20200202,500000,300,NA,NA
20200203,500000,337,NA,NA
20200204,500000,366,NA,NA
20200205,500000,389,NA,NA
20200206,500000,411,NA,NA
20200207,500000,426,NA,NA
20200208,500000,446,NA,NA
20200209,500000,468,NA,NA
20200210,500000,486,NA,NA
20200211,500000,505,NA,NA
20200212,500000,518,NA,NA
20200213,500000,529,NA,NA
20200214,500000,537,NA,NA
20200215,500000,544,NA,NA
20200216,500000,551,NA,NA
20200217,500000,553,NA,NA
20200218,500000,555,NA,NA
20200219,500000,560,NA,NA
20200220,500000,567,NA,NA
20200221,500000,572,NA,NA
20200222,500000,573,NA,NA
20200223,500000,575,NA,NA
20200224,500000,576,NA,NA
20200225,500000,576,NA,NA
20200226,500000,576,NA,NA
20200227,500000,576,NA,NA
20200228,500000,576,NA,NA
20200229,500000,576,NA,NA
20200301,500000,576,NA,NA
20200302,500000,576,NA,NA
20200303,500000,576,NA,NA
20200304,500000,576,NA,NA
20200305,500000,576,NA,NA
20200306,500000,576,NA,NA
20200307,500000,576,NA,NA
20200308,500000,576,NA,NA
20200309,500000,576,NA,NA
20200310,500000,576,NA,NA
20200311,500000,576,NA,NA
20200312,500000,576,NA,NA
20200313,500000,576,NA,NA
20200314,500000,576,NA,NA
20200315,500000,576,NA,NA
20200316,500000,576,NA,NA
20200317,500000,576,NA,NA
20200318,500000,576,NA,NA
20200319,500000,576,NA,NA
20200320,500000,576,NA,NA
20200321,500000,576,NA,NA
20200322,500000,577,NA,NA
20200323,500000,578,NA,NA
20200324,500000,578,NA,NA
20200325,500000,578,NA,NA
20200326,500000,578,NA,NA
20200327,500000,578,NA,NA
20200328,500000,579,NA,NA
20200329,500000,579,NA,NA
20200330,500000,579,NA,NA
20200331,500000,579,NA,NA
20200401,500000,579,NA,NA
20200402,500000,579,NA,NA
20200403,500000,579,NA,NA
20200404,500000,579,NA,NA
20200405,500000,579,NA,NA
20200406,500000,579,NA,NA
20200407,500000,579,NA,NA
20200408,500000,579,NA,NA
20200409,500000,579,NA,NA
20200410,500000,579,NA,NA
20200411,500000,579,NA,NA
20200412,500000,579,NA,NA
20200413,500000,579,NA,NA
20200414,500000,579,NA,NA
20200415,500000,579,NA,NA
20200416,500000,579,NA,NA
20200417,500000,579,NA,NA
20200418,500000,579,NA,NA
20200419,500000,579,NA,NA
20200420,500000,579,NA,NA
20200421,500000,579,NA,NA
20200422,500000,579,NA,NA
20200423,500000,579,NA,NA
20200424,500000,579,NA,NA
20200425,500000,579,NA,NA
20200426,500000,579,NA,NA
20200427,500000,579,NA,NA
20200428,500000,579,NA,NA
20200429,500000,579,NA,NA
20200430,500000,579,NA,NA
20200501,500000,579,NA,NA
20191210,770000,0,NA,NA
20191211,770000,0,NA,NA
20191212,770000,0,NA,NA
20191213,770000,0,NA,NA
20191214,770000,0,NA,NA
20191215,770000,0,NA,NA
20191216,770000,0,NA,NA
20191217,770000,0,NA,NA
20191218,770000,0,NA,NA
20191219,770000,1,NA,NA
20191220,770000,1,NA,NA
20191221,770000,1,NA,NA
20191222,770000,1,NA,NA
20191223,770000,1,NA,NA
20191224,770000,1,NA,NA
20191225,770000,1,NA,NA
20191226,770000,2,NA,NA
20191227,770000,2,NA,NA
20191228,770000,2,NA,NA
20191229,770000,2,NA,NA
20191230,770000,2,NA,NA
20191231,770000,3,NA,NA
20200101,770000,3,NA,NA
20200102,770000,4,NA,NA
20200103,770000,4,NA,NA
20200104,770000,5,NA,NA
20200105,770000,5,NA,NA
20200106,770000,6,NA,NA
20200107,770000,7,NA,NA
20200108,770000,8,NA,NA
20200109,770000,10,NA,NA
20200110,770000,11,NA,NA
20200111,770000,13,NA,NA
20200112,770000,16,NA,NA
20200113,770000,19,NA,NA
20200114,770000,25,NA,NA
20200115,770000,32,NA,NA
20200116,770000,40,NA,NA
20200117,770000,49,NA,NA
20200118,770000,60,NA,NA
20200119,770000,73,NA,NA
20200120,770000,90,NA,NA
20200121,770000,124,NA,NA
20200122,770000,173,NA,NA
20200123,770000,280,NA,NA
20200124,770000,335,NA,NA
20200125,770000,434,NA,NA
20200126,770000,725,NA,NA
20200127,770000,1124,NA,NA
20200128,770000,1649,NA,NA
20200129,770000,2325,NA,NA
20200130,770000,3167,NA,NA
20200131,770000,3938,NA,NA
20200201,770000,4965,NA,NA
20200202,770000,6035,NA,NA
20200203,770000,7138,NA,NA
20200204,770000,8327,NA,NA
20200205,770000,9548,NA,NA
20200206,770000,10494,NA,NA
20200207,770000,11350,NA,NA
20200208,770000,12118,NA,NA
20200209,770000,12729,NA,NA
20200210,770000,13274,NA,NA
20200211,770000,13808,NA,NA
20200212,770000,15212,NA,NA
20200213,770000,15995,NA,NA
20200214,770000,16492,NA,NA
20200215,770000,16787,NA,NA
20200216,770000,17030,NA,NA
20200217,770000,17237,NA,NA
20200218,770000,17270,NA,NA
20200219,770000,17430,NA,NA
20200220,770000,17522,NA,NA
20200221,770000,17573,NA,NA
20200222,770000,17630,NA,NA
20200223,770000,17680,NA,NA
20200224,770000,17715,NA,NA
20200225,770000,17746,NA,NA
20200226,770000,17772,NA,NA
20200227,770000,17777,NA,NA
20200228,770000,17780,NA,NA
20200229,770000,17785,NA,NA
20200301,770000,17788,NA,NA
20200302,770000,17791,NA,NA
20200303,770000,17792,NA,NA
20200304,770000,17795,NA,NA
20200305,770000,17795,NA,NA
20200306,770000,17795,NA,NA
20200307,770000,17795,NA,NA
20200308,770000,17795,NA,NA
20200309,770000,17795,NA,NA
20200310,770000,17795,NA,NA
20200311,770000,17795,NA,NA
20200312,770000,17795,NA,NA
20200313,770000,17795,NA,NA
20200314,770000,17795,NA,NA
20200315,770000,17795,NA,NA
20200316,770000,17795,NA,NA
20200317,770000,17795,NA,NA
20200318,770000,17795,NA,NA
20200319,770000,17795,NA,NA
20200320,770000,17795,NA,NA
20200321,770000,17795,NA,NA
20200322,770000,17795,NA,NA
20200323,770000,17795,NA,NA
20200324,770000,17795,NA,NA
20200325,770000,17795,NA,NA
20200326,770000,17795,NA,NA
20200327,770000,17795,NA,NA
20200328,770000,17795,NA,NA
20200329,770000,17795,NA,NA
20200330,770000,17795,NA,NA
20200331,770000,17796,NA,NA
20200401,770000,17796,NA,NA
20200402,770000,17796,NA,NA
20200403,770000,17796,NA,NA
20200404,770000,17796,NA,NA
20200405,770000,17796,NA,NA
20200406,770000,17796,NA,NA
20200407,770000,17796,NA,NA
20200408,770000,17796,NA,NA
20200409,770000,17796,NA,NA
20200410,770000,17796,NA,NA
20200411,770000,17796,NA,NA
20200412,770000,17796,NA,NA
20200413,770000,17796,NA,NA
20200414,770000,17796,NA,NA
20200415,770000,17796,NA,NA
20200416,770000,17796,NA,NA
20200417,770000,17796,NA,NA
20200418,770000,17796,NA,NA
20200419,770000,17796,NA,NA
20200420,770000,17796,NA,NA
20200421,770000,17796,NA,NA
20200422,770000,17796,NA,NA
20200423,770000,17796,NA,NA
20200424,770000,17796,NA,NA
20200425,770000,17796,NA,NA
20200426,770000,17796,NA,NA
20200427,770000,17796,NA,NA
20200428,770000,17796,NA,NA
20200429,770000,17796,NA,NA
20200430,770000,17796,NA,NA
20200501,770000,17796,NA,NA
20191210,340000,0,NA,NA
20191211,340000,0,NA,NA
20191212,340000,0,NA,NA
20191213,340000,0,NA,NA
20191214,340000,0,NA,NA
20191215,340000,0,NA,NA
20191216,340000,0,NA,NA
20191217,340000,0,NA,NA
20191218,340000,0,NA,NA
20191219,340000,0,NA,NA
20191220,340000,0,NA,NA
20191221,340000,0,NA,NA
20191222,340000,0,NA,NA
20191223,340000,0,NA,NA
20191224,340000,0,NA,NA
20191225,340000,0,NA,NA
20191226,340000,0,NA,NA
20191227,340000,0,NA,NA
20191228,340000,0,NA,NA
20191229,340000,0,NA,NA
20191230,340000,0,NA,NA
20191231,340000,0,NA,NA
20200101,340000,0,NA,NA
20200102,340000,0,NA,NA
20200103,340000,0,NA,NA
20200104,340000,0,NA,NA
20200105,340000,0,NA,NA
20200106,340000,0,NA,NA
20200107,340000,0,NA,NA
20200108,340000,0,NA,NA
20200109,340000,1,NA,NA
20200110,340000,1,NA,NA
20200111,340000,1,NA,NA
20200112,340000,1,NA,NA
20200113,340000,1,NA,NA
20200114,340000,2,NA,NA
20200115,340000,3,NA,NA
20200116,340000,4,NA,NA
20200117,340000,5,NA,NA
20200118,340000,7,NA,NA
20200119,340000,9,NA,NA
20200120,340000,12,NA,NA
20200121,340000,15,NA,NA
20200122,340000,19,NA,NA
20200123,340000,24,NA,NA
20200124,340000,39,NA,NA
20200125,340000,60,NA,NA
20200126,340000,70,NA,NA
20200127,340000,106,NA,NA
20200128,340000,152,NA,NA
20200129,340000,200,NA,NA
20200130,340000,237,NA,NA
20200131,340000,297,NA,NA
20200201,340000,340,NA,NA
20200202,340000,408,NA,NA
20200203,340000,480,NA,NA
20200204,340000,530,NA,NA
20200205,340000,591,NA,NA
20200206,340000,665,NA,NA
20200207,340000,733,NA,NA
20200208,340000,779,NA,NA
20200209,340000,830,NA,NA
20200210,340000,860,NA,NA
20200211,340000,889,NA,NA
20200212,340000,910,NA,NA
20200213,340000,934,NA,NA
20200214,340000,950,NA,NA
20200215,340000,962,NA,NA
20200216,340000,973,NA,NA
20200217,340000,982,NA,NA
20200218,340000,986,NA,NA
20200219,340000,987,NA,NA
20200220,340000,988,NA,NA
20200221,340000,989,NA,NA
20200222,340000,989,NA,NA
20200223,340000,989,NA,NA
20200224,340000,989,NA,NA
20200225,340000,989,NA,NA
20200226,340000,989,NA,NA
20200227,340000,990,NA,NA
20200228,340000,990,NA,NA
20200229,340000,990,NA,NA
20200301,340000,990,NA,NA
20200302,340000,990,NA,NA
20200303,340000,990,NA,NA
20200304,340000,990,NA,NA
20200305,340000,990,NA,NA
20200306,340000,990,NA,NA
20200307,340000,990,NA,NA
20200308,340000,990,NA,NA
20200309,340000,990,NA,NA
20200310,340000,990,NA,NA
20200311,340000,990,NA,NA
20200312,340000,990,NA,NA
20200313,340000,990,NA,NA
